2.8218,4.0671,2.7384,4.5526
2.8073,4.0494,2.7251,4.5374
2.8102,4.0492,2.7246,4.5101
2.8279,4.0593,2.738,4.51
2.8457,4.0756,2.7518,4.5297
2.8163,4.0424,2.7314,4.5154
2.7732,4.0243,2.7265,4.4709
2.781,4.0352,2.7357,4.4916
2.7579,4.0121,2.7131,4.4886
2.7774,4.0208,2.7176,4.5261
2.7823,4.0019,2.7133,4.5339
2.7683,3.9838,2.7011,4.5183
2.7842,3.9798,2.6947,4.5572
2.8175,3.9821,2.6982,4.5919
2.8402,4.0042,2.72,4.6067
2.8779,4.0616,2.7621,4.6325
2.8482,4.0293,2.7348,4.6084
2.8827,4.0519,2.7522,4.6503
2.8861,4.0543,2.7551,4.672
2.8871,4.0347,2.7423,4.6823
2.8761,4.0021,2.7274,4.615
2.8444,3.9585,2.6882,4.5307
2.8304,3.9493,2.6814,4.515
2.8281,3.9453,2.6769,4.5139
2.9057,4.0128,2.736,4.5889
2.9605,4.0486,2.7563,4.6312
2.9696,4.059,2.7695,4.6338
2.9386,4.0392,2.7522,4.5929
2.9328,4.0218,2.7437,4.5707
2.9241,3.9907,2.7215,4.5594
2.9192,3.9769,2.7146,4.5688
2.9324,3.9867,2.7205,4.5941
2.9021,3.9645,2.7018,4.5401
2.8712,3.9333,2.6792,4.5262
2.9058,3.961,2.6994,4.5474
2.9356,3.9658,2.7068,4.5262
2.8879,3.9298,2.6838,4.472
2.8995,3.929,2.6795,4.4752
2.9211,3.9583,2.7043,4.5037
2.9356,3.9633,2.7089,4.4884
2.8861,3.9207,2.6783,4.3775
2.8853,3.9009,2.664,4.3049
2.8615,3.8771,2.6506,4.2782
2.8272,3.8613,2.6383,4.2579
2.8222,3.8489,2.6311,4.2657
2.829,3.838,2.6235,4.2518
2.8027,3.8316,2.6195,4.2422
2.8268,3.8364,2.6229,4.2342
2.8184,3.8376,2.6248,4.2058
2.8382,3.8718,2.6477,4.2587
2.8008,3.8503,2.6408,4.243
2.8141,3.8505,2.6517,4.2379
2.7923,3.8433,2.6468,4.2381
2.7856,3.8298,2.6425,4.267
2.8086,3.8372,2.6521,4.2936
2.8469,3.8481,2.6801,4.283
2.8573,3.8645,2.6971,4.3063
2.8462,3.8526,2.6938,4.2878
2.8817,3.8504,2.6981,4.2947
2.8789,3.8455,2.6947,4.2844
2.8849,3.8635,2.7066,4.2966
2.859,3.8458,2.6863,4.2847
2.8482,3.8302,2.6736,4.3015
2.8311,3.8262,2.6796,4.2873
2.814,3.8009,2.6826,4.2902
2.8142,3.813,2.6617,4.2929
2.8442,3.8021,2.6546,4.3134
2.841,3.7957,2.6505,4.3187
2.8605,3.8154,2.6635,4.3458
2.8541,3.8361,2.6694,4.3843
2.8145,3.8255,2.6581,4.3284
2.8312,3.843,2.6748,4.3594
2.8011,3.8184,2.6606,4.3291
2.8189,3.8214,2.6633,4.3584
2.8375,3.835,2.6744,4.3766
2.8659,3.8561,2.6883,4.3805
2.8544,3.8447,2.6795,4.3802
2.8603,3.8334,2.6755,4.407
2.8948,3.846,2.684,4.4441
2.8929,3.8501,2.6821,4.4272
2.8826,3.8387,2.6767,4.4572
2.9145,3.8767,2.7018,4.4711
2.9513,3.8939,2.7175,4.4855
2.9289,3.8731,2.7,4.4633
2.9172,3.8843,2.7089,4.4555
3.0076,3.9282,2.7419,4.5553
3.1495,4.0466,2.8246,4.7507
3.1863,4.0633,2.8919,4.7966
3.2338,4.1001,2.9042,4.7537
3.0873,3.9731,2.7919,4.6223
3.1271,3.9799,2.8193,4.6413
3.0954,3.9293,2.7931,4.6005
3.1232,3.919,2.7977,4.5936
3.1826,3.9588,2.8232,4.6365
3.2143,3.9744,2.8354,4.6454
3.1881,3.9584,2.8213,4.6157
3.2806,4.0377,2.849,4.712
3.3489,4.1326,2.9094,4.7833
3.2512,4.0887,2.8345,4.6905
3.282,4.0639,2.8327,4.7313
3.3732,4.1273,2.8892,4.84
3.3249,4.0801,2.8741,4.7882
3.3166,4.0501,2.8476,4.7828
3.2602,4.0303,2.8258,4.7376
3.2795,4.0363,2.8375,4.7629
3.3226,4.0593,2.8666,4.8656
3.3382,4.0711,2.8823,4.8671
3.3207,4.0557,2.8834,4.8747
3.441,4.109,2.9637,4.993
3.4299,4.094,2.9734,4.9364
